what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293699009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293719056
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293750611
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293764587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293765955
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293766995
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293785025
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293801330
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293808023
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293814855
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293819077
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293845657
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293850716
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339293869857
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1339293871405
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339293873828
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1339293876414
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293876692
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293877981
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293879048
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293892033
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1339293892042
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339293943889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294186156
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339294186172
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294187533
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294189868
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1339294228550
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339294245962
activated,editor,org.eclipse.cdt.make.ui,7.0.0.201009141542,"org.eclipse.cdt.make.editor",1339294247966
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1339294247969
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339294250612
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1339294254106
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.refresh",1339294257559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294260868
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294262990
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294276663
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294286580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294289671
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294296690
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1339294299914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294308011
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294546614
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294551712
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294878372
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1339294881219
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294885159
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294885394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1339294888995
